"","kernel","theta","mean_dist","q95_dist","max_dist_99"
"1","random_seed",3.06664965571141,0.652177530705258,1.54692092380213,3.01091240052642
"2","above_thresh",0.776768592911899,2.57476939496554,6.10717858790749,11.8869552151149
"3","sigm_fun",1.34916948956235,1.48239343942529,3.51613681979231,6.84377578049647
"4","wind_gust",2.01452146883878,0.992791603830787,2.35483443178447,4.58342768705958
